trial channel time voltage
14 FP1 0 18.280
14 FP1 1 107.635
14 FP1 2 78.339
14 FP1 3 -38.361
14 FP1 4 -100.372
14 FP1 5 -40.314
14 FP1 6 54.901
14 FP1 7 54.901
14 FP1 8 -40.802
14 FP1 9 -101.349
14 FP1 10 -37.872
14 FP1 11 76.385
14 FP1 12 99.823
14 FP1 13 0.702
14 FP1 14 -95.001
14 FP1 15 -60.333
14 FP1 16 67.108
14 FP1 17 131.561
14 FP1 18 53.925
14 FP1 19 -72.540
14 FP1 20 -100.861
14 FP1 21 -11.993
14 FP1 22 67.108
14 FP1 23 30.975
14 FP1 24 -67.657
14 FP1 25 -92.072
14 FP1 26 -4.669
14 FP1 27 82.245
14 FP1 28 52.460
14 FP1 29 -61.310
14 FP1 30 -109.650
14 FP1 31 -18.829
14 FP1 32 110.565
14 FP1 33 128.632
14 FP1 34 19.745
14 FP1 35 -76.935
14 FP1 36 -43.732
14 FP1 37 71.014
14 FP1 38 114.960
14 FP1 39 28.534
14 FP1 40 -82.306
14 FP1 41 -86.212
14 FP1 42 8.026
14 FP1 43 69.550
14 FP1 44 14.862
14 FP1 45 -78.888
14 FP1 46 -76.935
14 FP1 47 33.417
14 FP1 48 124.725
14 FP1 49 88.104
14 FP1 50 -26.154
14 FP1 51 -73.517
14 FP1 52 4.120
14 FP1 53 101.776
14 FP1 54 88.104
14 FP1 55 -24.689
14 FP1 56 -99.396
14 FP1 57 -52.521
14 FP1 58 46.600
14 FP1 59 61.737
14 FP1 60 -28.595
14 FP1 61 -100.861
14 FP1 62 -53.986
14 FP1 63 59.296
14 FP1 64 94.940
14 FP1 65 4.120
14 FP1 66 -99.396
14 FP1 67 -77.911
14 FP1 68 52.948
14 FP1 69 138.397
14 FP1 70 79.315
14 FP1 71 -48.126
14 FP1 72 -87.677
14 FP1 73 0.702
14 FP1 74 96.405
14 FP1 75 72.479
14 FP1 76 -41.290
14 FP1 77 -100.861
14 FP1 78 -36.896
14 FP1 79 59.296
14 FP1 80 58.807
14 FP1 81 -39.337
14 FP1 82 -100.861
14 FP1 83 -33.478
14 FP1 84 89.569
14 FP1 85 120.819
14 FP1 86 26.093
14 FP1 87 -72.540
14 FP1 88 -51.056
14 FP1 89 60.760
14 FP1 90 115.936
14 FP1 91 40.741
14 FP1 92 -74.493
14 FP1 93 -92.072
14 FP1 94 -2.716
14 FP1 95 68.085
14 FP1 96 25.116
14 FP1 97 -73.517
14 FP1 98 -91.095
14 FP1 99 3.632
14 FP1 100 92.010
14 FP1 101 58.319
14 FP1 102 -57.892
14 FP1 103 -106.720
14 FP1 104 -16.388
14 FP1 105 111.053
14 FP1 106 123.260
14 FP1 107 7.050
14 FP1 108 -96.954
14 FP1 109 -72.540
14 FP1 110 32.440
14 FP1 111 74.921
14 FP1 112 0.214
14 FP1 113 -88.654
14 FP1 114 -70.099
14 FP1 115 31.952
14 FP1 116 82.245
14 FP1 117 10.956
14 FP1 118 -92.072
14 FP1 119 -86.212
14 FP1 120 35.858
14 FP1 121 133.026
14 FP1 122 92.987
14 FP1 123 -29.083
14 FP1 124 -79.376
14 FP1 125 0.214
14 FP1 126 102.753
14 FP1 127 92.499
14 FP1 128 -21.759
14 FP1 129 -100.372
14 FP1 130 -53.497
14 FP1 131 45.135
14 FP1 132 61.737
14 FP1 133 -25.665
14 FP1 134 -95.978
14 FP1 135 -43.732
14 FP1 136 77.362
14 FP1 137 122.284
14 FP1 138 38.300
14 FP1 139 -66.193
14 FP1 140 -59.357
14 FP1 141 49.042
14 FP1 142 117.401
14 FP1 143 54.413
14 FP1 144 -64.240
14 FP1 145 -95.490
14 FP1 146 -11.505
14 FP1 147 69.550
14 FP1 148 38.788
14 FP1 149 -63.751
14 FP1 150 -98.419
14 FP1 151 -14.435
14 FP1 152 80.780
14 FP1 153 61.737
14 FP1 154 -52.032
14 FP1 155 -114.532
14 FP1 156 -34.943
14 FP1 157 101.776
14 FP1 158 136.444
14 FP1 159 32.928
14 FP1 160 -73.029
14 FP1 161 -54.962
14 FP1 162 58.807
14 FP1 163 118.378
14 FP1 164 43.182
14 FP1 165 -74.005
14 FP1 166 -93.048
14 FP1 167 -3.204
14 FP1 168 68.573
14 FP1 169 26.093
14 FP1 170 -70.099
14 FP1 171 -84.259
14 FP1 172 18.768
14 FP1 173 119.354
14 FP1 174 97.382
14 FP1 175 -14.923
14 FP1 176 -74.005
14 FP1 177 -8.087
14 FP1 178 94.452
14 FP1 179 95.917
14 FP1 180 -11.505
14 FP1 181 -96.954
14 FP1 182 -60.822
14 FP1 183 38.788
14 FP1 184 65.643
14 FP1 185 -16.388
14 FP1 186 -97.443
