trial channel time voltage
15 FP1 0 -0.641
15 FP1 1 -2.106
15 FP1 2 -3.082
15 FP1 3 -4.059
15 FP1 4 -3.082
15 FP1 5 -1.129
15 FP1 6 1.312
15 FP1 7 2.289
15 FP1 8 1.312
15 FP1 9 -2.106
15 FP1 10 -6.012
15 FP1 11 -7.965
15 FP1 12 -6.989
15 FP1 13 -3.082
15 FP1 14 0.824
15 FP1 15 2.777
15 FP1 16 1.801
15 FP1 17 -1.129
15 FP1 18 -4.547
15 FP1 19 -6.989
15 FP1 20 -8.453
15 FP1 21 -9.430
15 FP1 22 -9.430
15 FP1 23 -9.918
15 FP1 24 -9.918
15 FP1 25 -9.918
15 FP1 26 -9.918
15 FP1 27 -8.942
15 FP1 28 -8.453
15 FP1 29 -7.477
15 FP1 30 -6.012
15 FP1 31 -4.547
15 FP1 32 -3.571
15 FP1 33 -3.082
15 FP1 34 -4.547
15 FP1 35 -7.477
15 FP1 36 -10.895
15 FP1 37 -14.313
15 FP1 38 -15.289
15 FP1 39 -15.289
15 FP1 40 -13.336
15 FP1 41 -10.895
15 FP1 42 -8.942
15 FP1 43 -6.989
15 FP1 44 -5.524
15 FP1 45 -3.082
15 FP1 46 0.336
15 FP1 47 3.754
15 FP1 48 5.707
15 FP1 49 5.707
15 FP1 50 4.242
15 FP1 51 2.289
15 FP1 52 0.824
15 FP1 53 0.336
15 FP1 54 0.336
15 FP1 55 -0.153
15 FP1 56 -0.153
15 FP1 57 -0.641
15 FP1 58 -0.641
15 FP1 59 -0.153
15 FP1 60 0.336
15 FP1 61 0.336
15 FP1 62 -0.153
15 FP1 63 -1.129
15 FP1 64 -2.106
15 FP1 65 -2.594
15 FP1 66 -3.082
15 FP1 67 -3.571
15 FP1 68 -2.106
15 FP1 69 -0.641
15 FP1 70 1.312
15 FP1 71 1.801
15 FP1 72 1.801
15 FP1 73 1.312
15 FP1 74 1.801
15 FP1 75 3.265
15 FP1 76 5.219
15 FP1 77 5.707
15 FP1 78 4.242
15 FP1 79 2.289
15 FP1 80 0.336
15 FP1 81 -0.153
15 FP1 82 0.824
15 FP1 83 1.312
15 FP1 84 1.312
15 FP1 85 0.336
15 FP1 86 0.336
15 FP1 87 1.312
15 FP1 88 1.801
15 FP1 89 1.312
15 FP1 90 -1.129
15 FP1 91 -4.547
15 FP1 92 -6.989
15 FP1 93 -7.965
15 FP1 94 -6.012
15 FP1 95 -2.106
15 FP1 96 1.312
15 FP1 97 4.242
15 FP1 98 5.707
15 FP1 99 4.730
15 FP1 100 2.777
15 FP1 101 0.336
15 FP1 102 -2.106
15 FP1 103 -3.082
15 FP1 104 -3.082
15 FP1 105 -2.594
15 FP1 106 -2.106
