trial channel time voltage
29 FP1 0 5.910
29 FP1 1 6.887
29 FP1 2 7.375
29 FP1 3 7.863
29 FP1 4 6.887
29 FP1 5 5.910
29 FP1 6 4.934
29 FP1 7 3.957
29 FP1 8 2.981
29 FP1 9 1.516
29 FP1 10 -1.414
29 FP1 11 -3.855
29 FP1 12 -5.320
29 FP1 13 -5.809
29 FP1 14 -5.320
29 FP1 15 -4.832
29 FP1 16 -4.344
29 FP1 17 -4.344
29 FP1 18 -4.344
29 FP1 19 -3.855
29 FP1 20 -2.879
29 FP1 21 -1.414
29 FP1 22 0.539
29 FP1 23 1.516
29 FP1 24 2.492
29 FP1 25 2.004
29 FP1 26 1.516
29 FP1 27 1.027
29 FP1 28 2.004
29 FP1 29 3.469
29 FP1 30 4.445
29 FP1 31 4.445
29 FP1 32 2.981
29 FP1 33 0.539
29 FP1 34 -1.414
29 FP1 35 -3.855
29 FP1 36 -4.832
29 FP1 37 -6.297
29 FP1 38 -7.273
29 FP1 39 -7.762
29 FP1 40 -6.785
29 FP1 41 -5.320
29 FP1 42 -3.855
29 FP1 43 -3.367
29 FP1 44 -3.367
29 FP1 45 -2.879
29 FP1 46 -0.926
29 FP1 47 1.516
29 FP1 48 2.981
29 FP1 49 3.469
29 FP1 50 2.492
29 FP1 51 1.516
29 FP1 52 1.027
29 FP1 53 2.004
29 FP1 54 2.981
29 FP1 55 2.981
29 FP1 56 2.004
29 FP1 57 1.027
29 FP1 58 1.516
29 FP1 59 2.004
29 FP1 60 2.492
29 FP1 61 0.051
29 FP1 62 -3.855
29 FP1 63 -7.273
29 FP1 64 -8.250
29 FP1 65 -6.297
29 FP1 66 -3.367
29 FP1 67 -1.414
29 FP1 68 -1.902
29 FP1 69 -3.855
29 FP1 70 -4.832
29 FP1 71 -4.832
29 FP1 72 -4.832
29 FP1 73 -5.320
29 FP1 74 -7.273
29 FP1 75 -9.226
29 FP1 76 -8.738
29 FP1 77 -6.785
29 FP1 78 -2.879
29 FP1 79 0.051
29 FP1 80 1.516
29 FP1 81 2.004
29 FP1 82 1.516
29 FP1 83 1.516
29 FP1 84 2.004
29 FP1 85 2.981
29 FP1 86 3.957
29 FP1 87 5.422
29 FP1 88 6.887
29 FP1 89 7.863
29 FP1 90 8.352
29 FP1 91 7.863
29 FP1 92 6.887
29 FP1 93 5.910
29 FP1 94 4.934
29 FP1 95 4.934
29 FP1 96 5.422
29 FP1 97 6.399
29 FP1 98 6.399
29 FP1 99 5.910
29 FP1 100 4.445
29 FP1 101 2.492
29 FP1 102 0.539
29 FP1 103 0.539
29 FP1 104 1.027
29 FP1 105 2.492
29 FP1 106 3.469
29 FP1 107 3.469
29 FP1 108 2.492
29 FP1 109 1.516
29 FP1 110 1.516
29 FP1 111 2.492
29 FP1 112 3.469
29 FP1 113 2.981
29 FP1 114 -0.437
29 FP1 115 -5.320
29 FP1 116 -9.226
29 FP1 117 -10.203
29 FP1 118 -9.226
29 FP1 119 -6.297
29 FP1 120 -2.879
29 FP1 121 -1.902
29 FP1 122 -2.391
29 FP1 123 -2.879
29 FP1 124 -3.367
29 FP1 125 -2.391
29 FP1 126 -1.414
29 FP1 127 -0.926
29 FP1 128 -1.414
29 FP1 129 -2.391
29 FP1 130 -3.855
29 FP1 131 -5.320
29 FP1 132 -5.809
29 FP1 133 -5.320
29 FP1 134 -4.832
29 FP1 135 -3.367
29 FP1 136 -2.391
29 FP1 137 -2.391
29 FP1 138 -3.367
29 FP1 139 -5.320
29 FP1 140 -6.297
29 FP1 141 -7.273
29 FP1 142 -5.809
29 FP1 143 -3.855
29 FP1 144 -1.414
29 FP1 145 0.539
29 FP1 146 1.027
29 FP1 147 0.539
29 FP1 148 -0.926
29 FP1 149 -2.879
29 FP1 150 -4.344
29 FP1 151 -5.320
29 FP1 152 -4.832
29 FP1 153 -4.832
29 FP1 154 -4.832
29 FP1 155 -4.832
29 FP1 156 -4.344
29 FP1 157 -3.855
29 FP1 158 -2.879
29 FP1 159 -1.902
29 FP1 160 -0.926
29 FP1 161 -0.437
29 FP1 162 0.539
29 FP1 163 2.004
29 FP1 164 3.469
29 FP1 165 4.445
29 FP1 166 4.445
29 FP1 167 4.445
29 FP1 168 3.957
29 FP1 169 3.469
29 FP1 170 3.469
29 FP1 171 3.469
29 FP1 172 3.469
29 FP1 173 2.492
29 FP1 174 1.516
29 FP1 175 1.516
29 FP1 176 1.516
29 FP1 177 2.004
29 FP1 178 2.004
29 FP1 179 1.027
29 FP1 180 -0.926
29 FP1 181 -2.391
29 FP1 182 -2.879
29 FP1 183 -0.926
29 FP1 184 2.004
29 FP1 185 5.422
29 FP1 186 7.375
29 FP1 187 6.887
29 FP1 188 4.934
29 FP1 189 2.981
29 FP1 190 1.516
29 FP1 191 2.492
29 FP1 192 4.934
29 FP1 193 8.352
29 FP1 194 10.305
29 FP1 195 10.793
29 FP1 196 9.328
29 FP1 197 7.375
29 FP1 198 5.910
29 FP1 199 5.422
29 FP1 200 4.934
29 FP1 201 4.445
29 FP1 202 3.469
29 FP1 203 2.004
29 FP1 204 1.027
29 FP1 205 0.539
29 FP1 206 1.027
29 FP1 207 1.027
29 FP1 208 1.027
29 FP1 209 1.516
29 FP1 210 2.004
29 FP1 211 2.492
29 FP1 212 2.981
29 FP1 213 2.492
29 FP1 214 2.492
29 FP1 215 3.469
29 FP1 216 5.422
29 FP1 217 8.352
29 FP1 218 9.328
29 FP1 219 7.863
29 FP1 220 4.934
29 FP1 221 1.516
29 FP1 222 -0.437
29 FP1 223 -0.437
29 FP1 224 0.051
29 FP1 225 0.051
29 FP1 226 -0.437
29 FP1 227 -0.926
29 FP1 228 -0.437
29 FP1 229 1.027
29 FP1 230 1.516
29 FP1 231 1.027
29 FP1 232 0.051
29 FP1 233 -0.926
29 FP1 234 -0.437
29 FP1 235 0.539
29 FP1 236 1.516
29 FP1 237 1.027
29 FP1 238 -0.926
29 FP1 239 -2.879
29 FP1 240 -4.832
29 FP1 241 -5.809
29 FP1 242 -6.297
29 FP1 243 -6.785
29 FP1 244 -7.273
29 FP1 245 -6.785
29 FP1 246 -7.273
29 FP1 247 -7.273
29 FP1 248 -8.250
29 FP1 249 -9.715
29 FP1 250 -10.691
29 FP1 251 -11.668
29 FP1 252 -12.156
29 FP1 253 -11.668
29 FP1 254 -11.180
29 FP1 255 -10.203
29 FP2 0 6.612
29 FP2 1 7.100
29 FP2 2 6.124
29 FP2 3 5.147
29 FP2 4 3.682
29 FP2 5 3.194
29 FP2 6 3.194
29 FP2 7 3.194
29 FP2 8 2.218
29 FP2 9 0.264
29 FP2 10 -2.177
29 FP2 11 -4.130
29 FP2 12 -4.618
29 FP2 13 -3.642
29 FP2 14 -1.689
29 FP2 15 -0.712
29 FP2 16 -0.712
29 FP2 17 -1.689
29 FP2 18 -2.177
29 FP2 19 -1.689
29 FP2 20 -0.712
29 FP2 21 0.753
29 FP2 22 2.706
29 FP2 23 3.682
29 FP2 24 3.194
29 FP2 25 1.729
29 FP2 26 -0.224
29 FP2 27 -0.224
29 FP2 28 1.241
29 FP2 29 3.682
29 FP2 30 6.124
29 FP2 31 6.124
29 FP2 32 4.171
29 FP2 33 1.729
29 FP2 34 -0.224
29 FP2 35 -0.224
29 FP2 36 -0.224
29 FP2 37 -1.200
29 FP2 38 -3.642
29 FP2 39 -5.595
29 FP2 40 -6.083
29 FP2 41 -4.618
29 FP2 42 -2.177
29 FP2 43 -1.689
29 FP2 44 -2.177
29 FP2 45 -2.177
29 FP2 46 -0.712
29 FP2 47 3.194
29 FP2 48 7.589
29 FP2 49 9.542
29 FP2 50 7.589
29 FP2 51 3.682
29 FP2 52 0.753
29 FP2 53 1.241
29 FP2 54 4.171
29 FP2 55 6.612
29 FP2 56 7.100
29 FP2 57 5.636
29 FP2 58 4.659
29 FP2 59 5.147
29 FP2 60 5.636
29 FP2 61 3.194
29 FP2 62 -2.177
29 FP2 63 -9.013
29 FP2 64 -12.431
29 FP2 65 -9.989
29 FP2 66 -4.130
29 FP2 67 1.729
29 FP2 68 2.706
29 FP2 69 0.264
29 FP2 70 -3.642
29 FP2 71 -5.595
29 FP2 72 -5.107
29 FP2 73 -4.618
29 FP2 74 -6.571
29 FP2 75 -9.989
29 FP2 76 -11.943
29 FP2 77 -9.989
29 FP2 78 -3.642
29 FP2 79 3.682
29 FP2 80 7.589
29 FP2 81 6.612
29 FP2 82 2.218
29 FP2 83 -2.177
29 FP2 84 -3.642
29 FP2 85 -1.689
29 FP2 86 1.729
29 FP2 87 5.147
29 FP2 88 7.100
29 FP2 89 7.589
29 FP2 90 6.612
29 FP2 91 5.636
29 FP2 92 3.194
29 FP2 93 1.241
29 FP2 94 -1.200
29 FP2 95 -1.689
29 FP2 96 -1.689
29 FP2 97 0.264
29 FP2 98 1.729
29 FP2 99 2.218
29 FP2 100 0.753
29 FP2 101 -3.153
29 FP2 102 -6.571
29 FP2 103 -8.036
29 FP2 104 -5.107
29 FP2 105 0.264
29 FP2 106 4.171
29 FP2 107 4.659
29 FP2 108 2.218
29 FP2 109 -1.200
29 FP2 110 -3.642
29 FP2 111 -2.177
29 FP2 112 -0.224
29 FP2 113 0.264
29 FP2 114 -2.177
29 FP2 115 -7.060
29 FP2 116 -10.966
29 FP2 117 -12.919
29 FP2 118 -11.943
29 FP2 119 -9.501
29 FP2 120 -7.060
29 FP2 121 -5.107
29 FP2 122 -4.618
29 FP2 123 -5.107
29 FP2 124 -6.083
29 FP2 125 -6.083
29 FP2 126 -5.595
29 FP2 127 -4.130
29 FP2 128 -3.642
29 FP2 129 -4.130
29 FP2 130 -5.107
29 FP2 131 -6.571
29 FP2 132 -7.060
29 FP2 133 -6.083
29 FP2 134 -5.107
29 FP2 135 -4.618
29 FP2 136 -6.083
29 FP2 137 -8.525
29 FP2 138 -10.966
29 FP2 139 -11.454
29 FP2 140 -10.478
29 FP2 141 -7.548
29 FP2 142 -4.618
29 FP2 143 -2.665
29 FP2 144 -2.177
29 FP2 145 -2.177
29 FP2 146 -2.177
29 FP2 147 -2.177
29 FP2 148 -2.177
29 FP2 149 -3.642
29 FP2 150 -6.083
29 FP2 151 -8.036
29 FP2 152 -9.013
29 FP2 153 -8.525
29 FP2 154 -7.060
29 FP2 155 -4.618
29 FP2 156 -2.177
29 FP2 157 0.264
29 FP2 158 1.241
29 FP2 159 0.264
29 FP2 160 -2.177
29 FP2 161 -4.618
29 FP2 162 -5.107
29 FP2 163 -2.177
29 FP2 164 1.729
29 FP2 165 4.659
29 FP2 166 5.147
29 FP2 167 4.171
29 FP2 168 3.682
29 FP2 169 4.171
29 FP2 170 4.171
29 FP2 171 3.194
29 FP2 172 0.753
29 FP2 173 -2.177
29 FP2 174 -2.665
29 FP2 175 -0.712
29 FP2 176 2.706
29 FP2 177 5.147
29 FP2 178 4.171
29 FP2 179 0.753
29 FP2 180 -3.642
29 FP2 181 -6.571
29 FP2 182 -6.083
29 FP2 183 -2.177
29 FP2 184 2.218
29 FP2 185 6.612
29 FP2 186 9.054
29 FP2 187 9.542
29 FP2 188 8.565
29 FP2 189 8.077
29 FP2 190 8.077
29 FP2 191 9.542
29 FP2 192 10.518
29 FP2 193 10.030
29 FP2 194 8.565
29 FP2 195 7.100
29 FP2 196 6.612
29 FP2 197 7.589
29 FP2 198 10.030
29 FP2 199 11.983
29 FP2 200 11.983
29 FP2 201 9.542
29 FP2 202 6.612
29 FP2 203 4.171
29 FP2 204 3.194
29 FP2 205 3.194
29 FP2 206 2.706
29 FP2 207 2.218
29 FP2 208 1.729
29 FP2 209 1.729
29 FP2 210 2.218
29 FP2 211 3.194
29 FP2 212 4.659
29 FP2 213 5.636
29 FP2 214 7.100
29 FP2 215 7.589
29 FP2 216 7.589
29 FP2 217 6.124
29 FP2 218 3.682
29 FP2 219 1.729
29 FP2 220 1.729
29 FP2 221 2.706
29 FP2 222 3.682
29 FP2 223 2.706
29 FP2 224 -0.224
29 FP2 225 -3.642
29 FP2 226 -5.107
29 FP2 227 -4.130
29 FP2 228 -1.200
29 FP2 229 0.264
29 FP2 230 0.264
29 FP2 231 -1.200
29 FP2 232 -2.177
29 FP2 233 -1.200
29 FP2 234 0.753
29 FP2 235 1.241
29 FP2 236 0.264
29 FP2 237 -2.665
29 FP2 238 -5.107
29 FP2 239 -6.083
29 FP2 240 -5.595
29 FP2 241 -5.595
29 FP2 242 -6.083
29 FP2 243 -6.083
29 FP2 244 -6.083
29 FP2 245 -4.618
29 FP2 246 -3.642
29 FP2 247 -5.107
29 FP2 248 -8.525
29 FP2 249 -12.919
29 FP2 250 -15.849
29 FP2 251 -16.825
29 FP2 252 -15.361
29 FP2 253 -12.431
29 FP2 254 -9.501
29 FP2 255 -6.571
29 F7 0 -0.132
29 F7 1 3.286
29 F7 2 5.727
29 F7 3 7.192
29 F7 4 6.704
29 F7 5 4.751
29 F7 6 2.797
29 F7 7 1.821
29 F7 8 1.333
29 F7 9 0.844
29 F7 10 -0.132
29 F7 11 -2.574
29 F7 12 -5.503
29 F7 13 -7.945
29 F7 14 -8.921
29 F7 15 -8.921
29 F7 16 -7.945
29 F7 17 -6.480
29 F7 18 -5.015
29 F7 19 -4.527
29 F7 20 -4.527
29 F7 21 -4.038
29 F7 22 -2.574
29 F7 23 -0.621
29 F7 24 1.333
29 F7 25 2.309
29 F7 26 1.821
29 F7 27 0.844
29 F7 28 1.333
29 F7 29 3.286
29 F7 30 5.727
29 F7 31 7.192
29 F7 32 6.215
29 F7 33 3.286
29 F7 34 0.356
29 F7 35 -2.574
29 F7 36 -4.527
29 F7 37 -6.968
29 F7 38 -9.898
29 F7 39 -11.851
29 F7 40 -12.828
29 F7 41 -10.386
29 F7 42 -7.456
29 F7 43 -4.527
29 F7 44 -3.550
29 F7 45 -3.550
29 F7 46 -2.085
29 F7 47 0.356
29 F7 48 3.286
29 F7 49 4.262
29 F7 50 3.286
29 F7 51 -0.132
29 F7 52 -3.062
29 F7 53 -4.527
29 F7 54 -4.038
29 F7 55 -2.574
29 F7 56 -1.109
29 F7 57 -0.132
29 F7 58 -0.132
29 F7 59 -0.132
29 F7 60 -1.597
29 F7 61 -3.062
29 F7 62 -5.015
29 F7 63 -5.992
29 F7 64 -6.480
29 F7 65 -5.015
29 F7 66 -4.038
29 F7 67 -3.062
29 F7 68 -3.550
29 F7 69 -5.015
29 F7 70 -5.992
29 F7 71 -6.968
29 F7 72 -6.968
29 F7 73 -7.456
29 F7 74 -7.456
29 F7 75 -7.456
29 F7 76 -7.456
29 F7 77 -6.968
29 F7 78 -5.503
29 F7 79 -3.062
29 F7 80 -0.132
29 F7 81 2.309
29 F7 82 3.774
29 F7 83 4.262
29 F7 84 4.262
29 F7 85 4.751
29 F7 86 5.727
29 F7 87 6.215
29 F7 88 7.192
29 F7 89 7.680
29 F7 90 8.657
29 F7 91 10.122
29 F7 92 11.098
29 F7 93 10.122
29 F7 94 8.169
29 F7 95 5.727
29 F7 96 4.751
29 F7 97 5.727
29 F7 98 7.680
29 F7 99 9.145
29 F7 100 8.169
29 F7 101 5.727
29 F7 102 4.262
29 F7 103 4.751
29 F7 104 5.239
29 F7 105 5.727
29 F7 106 5.239
29 F7 107 3.774
29 F7 108 3.286
29 F7 109 3.286
29 F7 110 3.774
29 F7 111 3.774
29 F7 112 3.286
29 F7 113 2.309
29 F7 114 0.356
29 F7 115 -1.597
29 F7 116 -4.038
