trial channel time voltage
29 FP1 0 0.824
29 FP1 1 0.336
29 FP1 2 0.824
29 FP1 3 1.312
29 FP1 4 1.312
29 FP1 5 1.801
29 FP1 6 1.801
29 FP1 7 2.777
29 FP1 8 3.754
29 FP1 9 4.242
29 FP1 10 4.242
29 FP1 11 4.242
29 FP1 12 3.754
29 FP1 13 4.242
29 FP1 14 4.242
29 FP1 15 4.242
29 FP1 16 2.289
29 FP1 17 0.336
29 FP1 18 -1.129
29 FP1 19 -1.129
29 FP1 20 -0.641
29 FP1 21 0.824
29 FP1 22 1.801
29 FP1 23 2.777
29 FP1 24 3.754
29 FP1 25 4.730
29 FP1 26 5.219
29 FP1 27 5.219
29 FP1 28 3.754
29 FP1 29 2.777
29 FP1 30 2.289
29 FP1 31 2.777
29 FP1 32 4.730
29 FP1 33 5.707
29 FP1 34 5.707
29 FP1 35 4.730
29 FP1 36 3.754
29 FP1 37 3.265
29 FP1 38 3.754
29 FP1 39 5.219
29 FP1 40 5.707
29 FP1 41 6.195
29 FP1 42 5.707
29 FP1 43 4.242
29 FP1 44 3.265
29 FP1 45 2.289
29 FP1 46 2.777
29 FP1 47 3.754
29 FP1 48 5.219
29 FP1 49 5.707
29 FP1 50 5.707
29 FP1 51 4.242
29 FP1 52 3.754
29 FP1 53 3.754
29 FP1 54 4.242
29 FP1 55 4.730
29 FP1 56 4.242
29 FP1 57 3.265
29 FP1 58 2.289
29 FP1 59 1.312
29 FP1 60 0.824
29 FP1 61 1.312
29 FP1 62 1.312
29 FP1 63 1.801
29 FP1 64 2.289
29 FP1 65 2.777
29 FP1 66 1.801
29 FP1 67 -0.153
29 FP1 68 -3.082
29 FP1 69 -5.524
29 FP1 70 -5.524
29 FP1 71 -3.082
29 FP1 72 0.824
29 FP1 73 4.242
29 FP1 74 5.707
29 FP1 75 5.707
29 FP1 76 6.195
29 FP1 77 6.195
29 FP1 78 7.172
29 FP1 79 6.683
29 FP1 80 5.219
29 FP1 81 2.777
29 FP1 82 1.801
29 FP1 83 2.777
29 FP1 84 6.195
29 FP1 85 9.125
29 FP1 86 10.101
29 FP1 87 9.125
29 FP1 88 7.172
29 FP1 89 5.707
29 FP1 90 5.219
29 FP1 91 5.707
29 FP1 92 5.707
29 FP1 93 6.195
29 FP1 94 6.195
29 FP1 95 6.195
29 FP1 96 5.219
29 FP1 97 4.242
29 FP1 98 2.777
29 FP1 99 2.289
29 FP1 100 2.777
29 FP1 101 4.242
29 FP1 102 6.195
29 FP1 103 6.683
29 FP1 104 5.707
29 FP1 105 4.730
29 FP1 106 4.242
29 FP1 107 5.219
29 FP1 108 7.660
29 FP1 109 9.613
29 FP1 110 10.101
29 FP1 111 9.613
29 FP1 112 8.636
29 FP1 113 7.660
29 FP1 114 7.660
29 FP1 115 8.148
29 FP1 116 8.636
29 FP1 117 8.148
29 FP1 118 7.660
29 FP1 119 7.172
29 FP1 120 6.683
29 FP1 121 6.683
29 FP1 122 5.219
29 FP1 123 4.242
29 FP1 124 3.754
29 FP1 125 3.754
29 FP1 126 4.242
29 FP1 127 3.754
29 FP1 128 3.265
29 FP1 129 1.801
29 FP1 130 0.824
29 FP1 131 0.824
29 FP1 132 0.824
29 FP1 133 0.336
29 FP1 134 -1.129
29 FP1 135 -2.594
29 FP1 136 -4.059
29 FP1 137 -3.082
29 FP1 138 -1.129
29 FP1 139 0.824
29 FP1 140 1.801
29 FP1 141 0.824
29 FP1 142 -1.129
29 FP1 143 -2.594
29 FP1 144 -3.082
29 FP1 145 -2.594
29 FP1 146 -1.129
29 FP1 147 -0.153
29 FP1 148 -0.153
29 FP1 149 -1.129
29 FP1 150 -1.617
29 FP1 151 -2.594
29 FP1 152 -2.594
29 FP1 153 -3.082
29 FP1 154 -2.594
29 FP1 155 -2.594
29 FP1 156 -3.082
29 FP1 157 -3.571
29 FP1 158 -5.035
29 FP1 159 -6.500
29 FP1 160 -7.965
29 FP1 161 -7.965
29 FP1 162 -6.989
29 FP1 163 -6.012
29 FP1 164 -5.035
29 FP1 165 -4.547
29 FP1 166 -4.547
29 FP1 167 -4.059
29 FP1 168 -3.571
29 FP1 169 -3.571
29 FP1 170 -3.082
29 FP1 171 -2.106
29 FP1 172 -0.641
29 FP1 173 0.824
29 FP1 174 2.289
29 FP1 175 2.289
29 FP1 176 1.801
29 FP1 177 1.312
29 FP1 178 0.824
29 FP1 179 0.824
29 FP1 180 1.312
29 FP1 181 2.289
29 FP1 182 2.777
29 FP1 183 3.265
29 FP1 184 3.265
29 FP1 185 3.265
29 FP1 186 2.777
29 FP1 187 2.777
29 FP1 188 3.265
29 FP1 189 3.754
29 FP1 190 4.730
29 FP1 191 5.707
29 FP1 192 6.195
29 FP1 193 6.195
29 FP1 194 6.195
29 FP1 195 6.195
29 FP1 196 5.707
29 FP1 197 4.730
29 FP1 198 4.242
29 FP1 199 4.730
29 FP1 200 6.195
29 FP1 201 8.148
29 FP1 202 8.636
29 FP1 203 8.148
29 FP1 204 6.683
29 FP1 205 5.219
29 FP1 206 5.707
29 FP1 207 7.172
29 FP1 208 8.148
29 FP1 209 7.660
29 FP1 210 5.707
29 FP1 211 3.265
29 FP1 212 2.289
29 FP1 213 3.265
29 FP1 214 5.219
29 FP1 215 7.172
29 FP1 216 8.148
29 FP1 217 8.636
29 FP1 218 9.613
29 FP1 219 12.054
29 FP1 220 14.496
29 FP1 221 16.937
29 FP1 222 18.402
29 FP1 223 18.890
29 FP1 224 18.890
29 FP1 225 18.890
29 FP1 226 19.379
29 FP1 227 19.867
29 FP1 228 20.355
29 FP1 229 20.355
29 FP1 230 20.355
29 FP1 231 19.379
29 FP1 232 17.914
29 FP1 233 16.937
29 FP1 234 16.937
29 FP1 235 18.402
29 FP1 236 20.355
29 FP1 237 22.308
29 FP1 238 22.308
29 FP1 239 21.332
29 FP1 240 19.379
29 FP1 241 17.914
29 FP1 242 17.914
29 FP1 243 18.402
29 FP1 244 18.890
29 FP1 245 18.890
29 FP1 246 17.426
29 FP1 247 16.449
29 FP1 248 16.449
29 FP1 249 16.449
29 FP1 250 16.937
29 FP1 251 16.937
29 FP1 252 16.937
29 FP1 253 17.426
29 FP1 254 18.402
29 FP1 255 19.379
29 FP2 0 0.610
29 FP2 1 -0.366
29 FP2 2 -1.343
29 FP2 3 -0.854
29 FP2 4 -0.366
29 FP2 5 0.610
29 FP2 6 1.099
29 FP2 7 2.075
29 FP2 8 3.052
29 FP2 9 3.540
29 FP2 10 4.028
29 FP2 11 3.540
29 FP2 12 3.540
29 FP2 13 3.052
29 FP2 14 2.075
29 FP2 15 1.099
29 FP2 16 -0.366
29 FP2 17 -1.831
29 FP2 18 -2.319
29 FP2 19 -1.831
29 FP2 20 -0.366
29 FP2 21 1.099
29 FP2 22 2.075
29 FP2 23 3.540
29 FP2 24 4.028
29 FP2 25 4.028
29 FP2 26 3.540
29 FP2 27 3.052
29 FP2 28 2.075
29 FP2 29 2.075
29 FP2 30 3.052
29 FP2 31 4.028
29 FP2 32 5.005
29 FP2 33 5.493
29 FP2 34 5.005
29 FP2 35 4.028
29 FP2 36 4.028
29 FP2 37 4.517
29 FP2 38 5.005
29 FP2 39 5.981
29 FP2 40 6.470
29 FP2 41 6.470
29 FP2 42 6.470
29 FP2 43 5.493
29 FP2 44 4.028
29 FP2 45 2.563
29 FP2 46 1.587
29 FP2 47 1.587
29 FP2 48 2.563
29 FP2 49 3.052
29 FP2 50 3.052
29 FP2 51 2.563
29 FP2 52 2.075
29 FP2 53 2.563
29 FP2 54 3.540
29 FP2 55 3.540
29 FP2 56 3.052
29 FP2 57 1.099
29 FP2 58 -0.366
29 FP2 59 -0.854
29 FP2 60 -0.854
29 FP2 61 -1.343
29 FP2 62 -1.831
29 FP2 63 -2.319
29 FP2 64 -1.831
29 FP2 65 -0.854
29 FP2 66 -0.366
29 FP2 67 -1.343
29 FP2 68 -3.784
29 FP2 69 -6.226
29 FP2 70 -6.714
29 FP2 71 -4.761
29 FP2 72 -1.831
29 FP2 73 1.099
29 FP2 74 3.540
29 FP2 75 4.517
29 FP2 76 5.493
29 FP2 77 6.470
29 FP2 78 6.470
29 FP2 79 5.981
29 FP2 80 3.540
29 FP2 81 1.099
29 FP2 82 -0.366
29 FP2 83 1.099
29 FP2 84 3.540
29 FP2 85 5.981
29 FP2 86 6.958
29 FP2 87 5.981
29 FP2 88 4.028
29 FP2 89 2.563
29 FP2 90 1.587
29 FP2 91 2.075
29 FP2 92 2.563
29 FP2 93 3.052
29 FP2 94 4.028
29 FP2 95 4.028
29 FP2 96 3.540
29 FP2 97 3.052
29 FP2 98 1.587
29 FP2 99 1.587
29 FP2 100 2.075
29 FP2 101 3.052
29 FP2 102 4.028
29 FP2 103 4.517
29 FP2 104 3.540
29 FP2 105 2.563
29 FP2 106 1.587
29 FP2 107 2.075
29 FP2 108 3.540
29 FP2 109 5.493
29 FP2 110 7.446
29 FP2 111 7.935
29 FP2 112 6.470
29 FP2 113 5.005
29 FP2 114 4.028
29 FP2 115 4.517
29 FP2 116 5.493
29 FP2 117 5.981
29 FP2 118 5.005
29 FP2 119 3.540
29 FP2 120 1.587
29 FP2 121 0.122
29 FP2 122 0.610
29 FP2 123 2.075
29 FP2 124 3.052
29 FP2 125 3.540
29 FP2 126 2.563
29 FP2 127 1.587
29 FP2 128 0.610
29 FP2 129 0.122
29 FP2 130 0.610
29 FP2 131 0.122
29 FP2 132 -1.343
29 FP2 133 -3.296
29 FP2 134 -4.761
29 FP2 135 -5.737
29 FP2 136 -5.249
29 FP2 137 -3.296
29 FP2 138 -1.343
29 FP2 139 -0.366
29 FP2 140 -0.854
29 FP2 141 -2.319
29 FP2 142 -3.784
29 FP2 143 -4.761
29 FP2 144 -4.761
29 FP2 145 -3.784
29 FP2 146 -2.319
29 FP2 147 -1.343
29 FP2 148 -0.854
29 FP2 149 -0.366
29 FP2 150 -0.854
29 FP2 151 -0.854
29 FP2 152 -1.343
29 FP2 153 -1.343
29 FP2 154 -1.343
29 FP2 155 -0.854
29 FP2 156 -1.343
29 FP2 157 -2.319
29 FP2 158 -3.784
29 FP2 159 -5.737
29 FP2 160 -7.202
29 FP2 161 -8.179
29 FP2 162 -7.202
29 FP2 163 -4.761
29 FP2 164 -2.319
29 FP2 165 -0.854
29 FP2 166 -1.831
29 FP2 167 -3.784
29 FP2 168 -5.737
29 FP2 169 -6.226
29 FP2 170 -4.272
29 FP2 171 -1.343
29 FP2 172 1.099
29 FP2 173 2.563
29 FP2 174 2.075
29 FP2 175 1.587
29 FP2 176 1.587
29 FP2 177 2.075
29 FP2 178 2.563
29 FP2 179 3.540
29 FP2 180 3.052
29 FP2 181 3.052
29 FP2 182 3.052
29 FP2 183 3.540
29 FP2 184 4.028
29 FP2 185 4.517
29 FP2 186 4.517
29 FP2 187 4.517
29 FP2 188 4.028
29 FP2 189 3.540
29 FP2 190 3.540
29 FP2 191 4.517
29 FP2 192 5.981
29 FP2 193 6.958
29 FP2 194 7.446
29 FP2 195 6.958
29 FP2 196 5.981
29 FP2 197 5.493
29 FP2 198 5.493
29 FP2 199 6.470
29 FP2 200 7.935
29 FP2 201 8.423
29 FP2 202 8.423
29 FP2 203 7.446
29 FP2 204 6.470
29 FP2 205 6.470
29 FP2 206 7.446
29 FP2 207 8.423
29 FP2 208 9.399
29 FP2 209 9.399
29 FP2 210 8.423
29 FP2 211 7.446
29 FP2 212 6.470
29 FP2 213 6.470
29 FP2 214 7.446
29 FP2 215 8.423
29 FP2 216 9.888
29 FP2 217 10.864
29 FP2 218 12.329
29 FP2 219 13.794
29 FP2 220 15.259
29 FP2 221 16.724
29 FP2 222 18.677
29 FP2 223 20.630
29 FP2 224 22.095
29 FP2 225 22.583
29 FP2 226 23.071
29 FP2 227 23.071
29 FP2 228 22.583
29 FP2 229 22.095
29 FP2 230 21.606
29 FP2 231 21.118
29 FP2 232 20.142
29 FP2 233 19.653
29 FP2 234 19.165
29 FP2 235 20.630
29 FP2 236 22.095
29 FP2 237 24.048
29 FP2 238 25.024
29 FP2 239 24.536
29 FP2 240 23.071
29 FP2 241 22.095
29 FP2 242 21.118
29 FP2 243 20.630
29 FP2 244 21.118
29 FP2 245 21.118
29 FP2 246 20.142
29 FP2 247 18.677
29 FP2 248 17.212
29 FP2 249 16.724
29 FP2 250 16.724
29 FP2 251 17.700
29 FP2 252 18.188
29 FP2 253 18.677
29 FP2 254 19.165
29 FP2 255 19.165
29 F7 0 1.068
29 F7 1 -0.397
29 F7 2 0.092
29 F7 3 2.533
29 F7 4 4.974
29 F7 5 4.486
29 F7 6 1.556
29 F7 7 -1.862
29 F7 8 -3.326
29 F7 9 -2.838
29 F7 10 -0.885
29 F7 11 0.580
29 F7 12 2.045
29 F7 13 3.510
29 F7 14 4.486
29 F7 15 5.463
29 F7 16 3.510
29 F7 17 1.556
29 F7 18 -0.397
29 F7 19 -0.397
29 F7 20 1.556
29 F7 21 3.510
29 F7 22 4.974
29 F7 23 5.951
29 F7 24 6.927
29 F7 25 7.416
29 F7 26 7.416
29 F7 27 4.974
29 F7 28 1.068
29 F7 29 -1.862
29 F7 30 -2.350
29 F7 31 0.092
29 F7 32 3.510
29 F7 33 5.463
29 F7 34 4.974
29 F7 35 2.533
29 F7 36 1.556
29 F7 37 2.045
29 F7 38 3.021
29 F7 39 3.510
29 F7 40 2.533
29 F7 41 0.580
29 F7 42 -0.397
29 F7 43 -0.397
29 F7 44 0.580
29 F7 45 2.533
29 F7 46 4.486
29 F7 47 6.927
29 F7 48 8.881
29 F7 49 8.881
29 F7 50 6.439
29 F7 51 2.533
29 F7 52 -0.885
29 F7 53 -1.373
29 F7 54 0.092
29 F7 55 2.533
29 F7 56 4.974
29 F7 57 5.463
29 F7 58 3.998
29 F7 59 1.556
29 F7 60 -0.397
29 F7 61 -0.885
29 F7 62 0.092
29 F7 63 1.556
29 F7 64 3.021
29 F7 65 3.021
29 F7 66 2.533
29 F7 67 0.092
29 F7 68 -2.838
29 F7 69 -5.768
29 F7 70 -7.721
29 F7 71 -8.209
29 F7 72 -5.768
29 F7 73 -2.350
29 F7 74 0.580
29 F7 75 2.045
29 F7 76 1.556
29 F7 77 1.556
29 F7 78 3.021
29 F7 79 4.486
29 F7 80 4.974
29 F7 81 3.021
29 F7 82 0.580
29 F7 83 0.580
29 F7 84 3.998
29 F7 85 10.345
29 F7 86 15.717
29 F7 87 18.158
29 F7 88 15.717
29 F7 89 10.345
29 F7 90 4.974
29 F7 91 3.021
29 F7 92 4.486
29 F7 93 6.927
29 F7 94 7.904
29 F7 95 5.951
29 F7 96 2.045
29 F7 97 -1.373
29 F7 98 -2.350
29 F7 99 0.092
29 F7 100 4.974
29 F7 101 9.369
29 F7 102 10.834
29 F7 103 8.881
